Convocatoria anterior,Código de curso,Curso,Objetivos,Contenidos,Requisitos,Etiquetas,Libros,Moodle_url,Portada,Horas,Descripción,Convocatoria,Curso Escolar,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3,3.4,4.1,4.2,4.3,5.1,5.2,5.3,6.1,6.2,6.3,6.4,6.5
True,101.0,COMENZAMOS CON NUESTRA AULA EN Aeducar,"• Conocer los aspectos básicos de Moodle  en su versión Aeducarcomo herramienta útil en el aula y fuera de ella para encauzar el trabajo de los alumnos y su propio aprendizaje.
• Aprender a montar un curso con el rol de ""profesor con permiso de edición"".
• Reflexionar sobre las posibilidades que ofrece Aeducar para los docentes.
",Tema 1. Nos familiarizamos con el entorno Tema 2. Construimos nuestro curso Tema 3. Trabajamos con nuestro alumnado Tema 4. Organizamos los espacios de trabajo y comunicación Tema 5. Calificaciones,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,https://libros.catedu.es/books/comenzamos-con-nuestra-aula-en-aeducar,https://moodle.catedu.es/course/view.php?id=919,https://moodle.catedu.es/pluginfile.php/105740/course/overviewfiles/Comenzamos%20con%20nuestra%20aula%20en%20aeducar%20dcha.jpg,50.0,"Este curso es una guía de ayuda para el diseño y posterior uso de un aula en aeducar, desde donde podremos continuar en modo no presencial con el proceso de enseñanza-aprendizaje, así como el acompañ…",1.0,2022-23,B1,B1,B1,B1,B1,,B1,B1,B1,B1,B1,B1,B1,B1,B1,,B1,B1,B1,B1,,,B1
True,105.0,WORKSPACE. COMUNICACIÓN Y COLABORACIÓN DOCENTE,,"MÓDULO 1: USO EFICIENTE DE EMAIL Y CHATS. Unidad 0. Mi cuenta. Seguridad y privacidad. Unidad 1. Optimizar el correo electrónico Unidad 2. Organiza grupos de trabajo y contactos. Unidad 3. Seguridad y privacidad.Unidad 4. Herramientas de gestión y comunicación. 
MÓDULO 2: HERRAMIENTAS DE COLABORACIÓN DOCENTE. Unidad 0. Colabora, cdialoga, comparte. Unidad 1. Google Task. Unidad 2. Google Calendar. Unidad 3. Google Keep. Unidad 4. Google Grupos. Unidad 5. Google Jamboard.
MÓDULO 3: VIDEO LLAMADAS Y EMISIONES EN DIRECTO- STREAMINGS: YOUTUBE Y MEET Unidad 0. Reuniones virtuales, algunas ideas iniciales. Unidad 1. Crear una videollamada o reunión virtual. Unidad 2. Unirse a una videollamada. Unidad 3. Grabar una reunión en Meet. Unidad 4. Emisiones en directo, streaming con Meet. Unidad 5. Complementos para una videoconferencia. La pizarra colaborativa Jamboard y aplicaciones adicionales. Unidad 6. Cinco consejos para tus videoconferencias. Unidad 7. Crea un canal de Youtube. 
MÓDULO 4: DOCUMENTOS COMPARTIDOS EN GOOGLE DRIVE Unidad 0. Google Drive como herramienta colaborativa. Unidad 1. Introducción a Google Drive. Unidad 2. Documentos de Google Drive. Unidad 3. Formularios de Google. Unidad 4. Las Hojas de Cálculo. Unidad 5.Presentaciones de Google. Unidad 6. Google My Maps Unidad 7. Dibujos de Google. Unidad 8. ¿Quieres más? Unidad 9: Llévate tus archivos de Drive a tu nuevo centro. Unidad 10. Cómo impulsar la accesibilidad a la plataforma y a nuestros recursos didácticos.","● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,https://libros.catedu.es/books/herramientas-de-comunicacion-organizativa-y-colaboracion-profesional-docente-google-workspace,https://moodle.catedu.es/course/view.php?id=914,https://moodle.catedu.es/pluginfile.php/105536/course/overviewfiles/lab_computers_classes-611982.jpg,40.0,,1.0,2022-23,B1,B1,B1,B1,B1,,,,B1,,,B1,,,,,,,,A1,A1,,A1
True,110.0,CONVIVENCIA SEGURA EN LA RED:CIBERAYUDANTES,"Promover el uso seguro y responsable de las TIC entre los menores.
Introducir en la práctica educativa el buen uso y saludable de internet.
Conocer los riesgos e impactos negativos del uso de internet.
Fomentar actuaciones centradas en la protección de menores de edad mediante material pedagógico dirigido al alumnado de primaria y secundaria.
Dar respuesta a situaciones que dañan la convivencia en el centro.
Fomentar una cultura de diálogo, la escucha activa, el interés por el compañero basado en valores prosociales de respeto, ayuda y solidaridad.
Prevenir la aparición de comportamientos de riesgo social, tales como: ciberbullying, sexting, grooming etc.
Iniciar una estrategia de participación y protagonismo de los adolescentes, apoyada en las buenas prácticas para hacer de Internet un entorno saludable.
",- Privacidad e identidad digital. - Suplantación de identidad. - Riesgos en la red. - Prevención de virus y fraudes. - Acceso a contenidos inapropiados. - Tecnoadiciones. - Ciberbullying- sexting y grooming. - CIBERAYUDANTES un programa de centro - Iniciativas,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,convivencia-segura-en-la-red,https://moodle.catedu.es/course/view.php?id=61,https://moodle.catedu.es/pluginfile.php/5352/course/overviewfiles/icons8-team-1221960-unsplash.jpg,40.0,,1.0,2022-23,B1,B1,B1,B1,B1,,,,,,,,,,,,,B1,,B1,,B1,B1
True,140.0,CURSO DE TUTORIZACIÓN NÓVEL EN AULARAGON,"•        Conocer el lenguaje entre tutor y sus alumnos en un entorno de curso a distancia
•        Utilizar las principales herramientas de la plataforma online
•        Conocer los derechos y deberes de la tutorización.
",Adquisición de habilidades para realizar la tutorización de alumnos en actividades de formación on-line. Manejo de la plataforma Moodle.,,Otros,https://libros.catedu.es/books/curso-de-tutorizacion-novel-en-aularagon,https://moodle.catedu.es/course/view.php?id=84,https://moodle.catedu.es/pluginfile.php/6073/course/overviewfiles/assistant-beard-boss-630836.jpg,10.0,,1.0,2022-23,B1,B1,B1,B1,B1,,B1,,B1,B1,B1,B1,A1,A1,A1,,A1,A1,A1,A1,,,
True,142.0,DE LA INVESTIGACIÓN AL AULA,"Mejorar el conocimiento, la práctica y la toma de decisiones educativas informadas por la investigación científica. ",MÓDULO 1- ¿DE QUÉ HABLAMOS CUANDO HABLAMOS DE EDUCACIÓN GUIADA POR LA INVESTIGACIÓN MÓDULO 2- EL CEREBRO COMO EL ÓRGANO DE LA EDUCACIÓN MÓDULO 3- “UN ESTUDIO DICE QUE....” MÓDULO 4- PRÁCTICAS EDUCATIVAS CON PRUEBAS SÓLIDAS SOBRE SU EFICACIA EN EL AULA MÓDULO 5- EN ACCIÓN,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Metodologías,,https://moodle.catedu.es/course/view.php?id=1047,https://moodle.catedu.es/pluginfile.php/127097/course/overviewfiles/foto%20portada%20curso.png,30.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,145.0,DESIGN THINKING EN EDUCACIÓN,,MÓDULO 1: ¿QUÉ ES DESIGN THINKING?Metodología y etapas 1-Empatizar (Conocer- investigar) 2-Definir (de la investigación a los insights o descubrimientos) 3-Idear: del reto a la idea 4-Prototipar 5-Testar (probar para mejorar) MÓDULO 2: DESIGN THINKING EN EL ENTORNO EDUCATIVO Aplicaciones y experiencias Beneficios de la aplicación de Design Thinking en el aula Beneficios para el docente y el alumnado MÓDULO 3: “PARTICIPA- DISEÑA- Y APRENDE”: METODOLOGÍA COLABORATIVA EN EL AULA ¿Qué necesitamos? Niveles de aplicación Taller Crea con Tangram Taller rediseño de mando de tv Proyecto de Design Thinking y participación Resultados. Casos de éxito MÓDULO 4: METODOLOGÍA PASO A PASO: INVESTIGAR Y ENFOCAR Empatía y desafío Antes de comenzar el proceso Herramientas y experiencias según aplicación MÓDULO 5: METODOLOGÍA PASO A PASO: IDEAR- PROTOTIPAR Y TESTAR Herramientas Fase 3: Idear Técnicas de creatividad Selección de ideas De la idea al concepto Presentación Herramientas fase 3 Herramientas Fase 4: Prototipar y Testar Prototipos Tipos de prototipos Presentación Herramientas fase 4,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Metodologías,designthinking,https://moodle.catedu.es/course/view.php?id=488,https://moodle.catedu.es/pluginfile.php/87552/course/overviewfiles/image12.jpg,50.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,155.0,DOMOTICA CON ARDUINO,"Utilizar al máximo las posibilidades del Arduino para crear una maqueta de domótica sencilla. La programación será de dos maneras:
Gráfica con bloques para primaria.
Textual por código para secundaria.
",1. Fundamentos Domótica con Arduino 1.1 ¿Qué es la Domótica con Arduino? 1.2 ¿Qué tengo que saber sobre Arduino? 1.3 Kit de préstamo de CATEDU 2 Programación en bloques mBlock 2.1 Programación mBlock 2.2 Preparando mBlock y Arduino 2.3 INTERRUPTOR CREPUSCULAR 2.4 APERTURA PUERTA 2.5 ALARMA AGUA 2.6 JOYSTICK 2.7 ALARMA 3 Programación en código 3.1 Entorno de programación 3.2 Maqueta 3.3 APERTURA DE PUERTA 3.4 JOYSTICK 3.5 ALARMA AGUA 3.6 FUEGO 3.7 LÁSER 3.8 BLUETOOTH 4. Para saber más… 4.1- Pensamiento computacional 4.2 Grupo Robótica Educativa 4.3 Muro,"* Es necesario haber realizado una FORMACIÓN BÁSICA EN SCRATCH 
 * kit de robótica específico de este curso que se puede ver en los contenidos
 * Disponer de un ordenador con conexión a Internet.
 * Saber navegar por internet, buscar información y descargar y subir archivos
 * Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, añadir mensajes en foros...
 * Conocimientos básicos de electricidad
 * Aunque el curso se repasa de forma muy básica los fundamentos de la electrónica, es requisito conocerlos anteriormente para seguir el curso",STEAM/Robótica,domotica-con-arduino,https://moodle.catedu.es/course/view.php?id=329,https://moodle.catedu.es/pluginfile.php/61709/course/overviewfiles/harrison-broadbent-1450875-unsplash.jpg,30.0,Utilizaremos las posibilidades del Arduino para crear esta maqueta de domótica. La programación será de dos maneras: Gráfica con bloques para primaria. Textual por código para secundaria. Contenidos …,1.0,2022-23,A2,A2,A1,B1,A2,,B1,,B1,,,,,,,A2,,A1,,,A1,,A1
True,160.0,EDICIÓN DE VÍDEO TUTORIALES,"Aprender a realizar tutoriales en vídeo.
Saber capturar vídeos de Internet, sea cual sea la fuente, recortarlos y montarlos en una sola secuencia nos ofrece una gran herramienta didáctica.
Conocer cómo se graba desde la webcam, abriendo el camino de la “teleformación”, ofreciendo un apoyo al profesor para reforzar determinados aspectos así como también dando al alumno la posibilidad de realizar presentaciones en vídeo y entrevistas como tarea.
Integrar la grabación de entrevistas mediante nuestra webcam como práctica habitual en clase.",Conocimiento del funcionamiento y posibilidades que ofrecen los siguientes programas: -Screencastify.-Screencast-o-matic. -Ezvid. -SimpleScreenRecorder. -Shotcut.,"● Disponer de un ordenador con conexión a Internet con Webcam
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,https://libros.catedu.es/books/edicion-de-video-tutoriales,https://moodle.catedu.es/course/view.php?id=39,https://moodle.catedu.es/pluginfile.php/1234/course/overviewfiles/mark-cruz-230099-unsplash.jpg,20.0,"En este curso se pretende dotar al profesor de las herramientas necesarias para realizar las siguientes actividades o recursos didácticos. Tutoriales en vídeo de software, páginas web, etc. Capturar …",1.0,2022-23,A2,A2,A1,B1,A2,,B1,,B1,A1,,A1,,,,A1,,A1,,,,,
True,170.0,EDMODO,"Conocer la plataforma LMS Edmodo.
Saber crear Registros y gestionar perfiles de usuarios.
Por crear y gestionar clases y grupos.
Conocer las herramientas que ofrece Edmodo al profesorado.
Crear una red de compañeros que posibilite el aprendizaje social.
",- Introducción a Edmodo. - Registros y perfiles. - Crear y gestionar clases y grupos. - Herramientas biblioteca y aplicaciones Spotlight en Edmodo. - Red de compañeros y otros perfiles.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,curso_de_edmodo,https://moodle.catedu.es/course/view.php?id=109,https://moodle.catedu.es/pluginfile.php/7181/course/overviewfiles/9179952841_f401c66522_b.jpg,30.0,"La plataforma educativa Edmodo puede definirse como un Facebook para usar en el aula con nuestros alumnos. Permite compartir, analizar, evaluar, motivar,… a nuestros alumnos a través de una herramien…",,,,,,,,,,,,,,,,,,,,,,,,,
True,185.0,EDUCACLIMA: EMERGENCIA CLIMÁTICA,"•  Conocer la realidad del cambio climático y su emergencia
•  Promover la educación de la concienciación del clima en el aula
",1-CONSECUENCIAS DEL CAMBIO CLIMÁTICO 2-HOJA DE RUTA: LOS ODS 3- ¿QUÉ ACCIONES LLEVAR A CABO?,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Otros,,https://moodle.catedu.es/course/view.php?id=1037,https://moodle.catedu.es/pluginfile.php/126327/course/overviewfiles/melissa-bradley-96iwiAxOuJw-unsplash.jpg,30.0,Photo by Melissa Bradley on Unsplash,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,190.0,EL USO DEL GPS EN MONTAÑA,Comprender el funcionamiento y las utilidades que puede prestar un GPS en las actividades en el medio natural.,-Que es el GPS. -Descripción del sistema. -Como funciona. La Triangulación. -Otros sistemas GNSS: Glonass. Galileo. Otros sistemas SBAS. -Aplicaciones del GPS. -Tipòs de GPS. -El GPS del Teléfono. -Coordenadas del mapà y del GPS. -Programas y mapas para trabajar en casa. -Mapas oficiales del IGN.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Otros,el-uso-del-gps-en-monta-a,https://moodle.catedu.es/course/view.php?id=168,https://moodle.catedu.es/pluginfile.php/20729/course/overviewfiles/gps-track-2126767_1920.jpg,10.0,Curso para el correcto uso del GPS en montaña.,1.0,2022-23,A2,A2,A1,B1,A2,A1,,,A1,,,,,,,,,,,,,A1,A1
True,200.0,ENSEÑA PENSAMIENTO COMPUTACIONAL CON CODE.ORG,"• Desarrollar el pensamiento abstracto.
• Favorecer del desarrollo del pensamiento algorítmico.
• Poner en marcha procesos creativos que pueden ser realizados a través de grupos de trabajo (aprendizaje cooperativo).
• Conocer la plataforma code.org.
• Saber gestionar los recursos de la plataforma.
• Crear clases en las que inscribir a alumnos y seguir su progreso.
",La programación por bloques. Aprendiendo a programar. La página de inicio del maestro. Cuentas de estudiantes y sus progresos. Planificaciones de lecciones y recursos. Cursos disponibles en code.org.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",STEAM/Programación,https://libros.catedu.es/books/ensena-pensamiento-computacional-con-codeorg,https://moodle.catedu.es/course/view.php?id=41,https://moodle.catedu.es/pluginfile.php/1254/course/overviewfiles/800px-Code1OrgCode.png,10.0,La organización comenzó como un proyecto tras investigar que en un 90% de los colegios estadounidenses no se enseñaba informática o programación. Entre sus varios objetivos se encuentran incluir la i…,1.0,2022-23,A2,A2,A1,B1,A2,,A2,,A2,,,,,,,,,A1,,,,,A1
True,210.0,ENSEÑA PENSAMIENTO COMPUTACIONAL CON LEGO WEDO,"Conocer las posibilidades didácticas del Kit Lego Wedo
   Pensamiento computacional con el atractivo del Kit
   Imaginación y creatividad ",Módulo 1: El Lego Wedo conectado con Scratch. Módulo 2: Las construcciones típicas que propone el fabricante. Módulo 3: La creatividad- reinventar- cajones de sastre…,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",STEAM/Robótica,ensena-pensamiento-computacional-con-wego-wedo,https://moodle.catedu.es/course/view.php?id=42,https://moodle.catedu.es/pluginfile.php/1264/course/overviewfiles/hiker-1984421_1920.jpg,10.0,"En este curso vamos a dar rienda a la imaginación LEGO WEDO es una propuesta donde la construcción e imaginación es una parte importante, pero sin olvidar del pensamiento computacional. Los algoritmo…",1.0,2022-23,A2,A2,A1,B1,A2,,A1,,A1,,,,,,,,,A2,,,A1,,A1
True,220.0,ENSEÑA PENSAMIENTO COMPUTACIONAL CON SCRATCH,"Conocer los beneficios del pensamiento computacional en la educación
   Conocer las instrucciones básicas de programación
   Gamificación: Aprender jugando con proyectos",Módulo 1 Toma de contacto - Pensamiento computacional - Instalación y entorno Scratch Módulo 2 Empezando a manejar Scratch - ¡Ya funciona! - Los bloques - Objetos - disfraces y fondo - Movimiento - sonido y lápiz - Control: condiciones y repeticiones Módulo 3 Gamificación - Creación de un juego sencillo con Scratch Módulo 4 (opcional) Ampliación y profundización - Ampliación del juego,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",STEAM/Programación,https://libros.catedu.es/books/ensena-pensamiento-computacional-con-scratch,https://moodle.catedu.es/course/view.php?id=43,https://moodle.catedu.es/pluginfile.php/1274/course/overviewfiles/Scratch_3.0_GUI.png,10.0,"Scratch nació en el ámbito informal para compartir proyectos, música... y en el 2003 con el Instituto de Tecnología de Massachusetts (MIT) y Playful Invention Company se creó la primera versión de es…",1.0,2022-23,A2,A2,A1,B1,A2,,B1,,B1,,A1,,,,,A1,,A1,,,A2,,A1
True,241.0,FLIPPED CLASSROOM-30H,"• Explorar una nueva forma de trabajar en el aula con el modelo Flipped Classroom.
• Analizar su posible aplicabilidad en el contexto de la Educación Primaria y Secundaria, las ventajas de su desarrollo así como los problemas o inconvenientes que podemos encontrar a la hora de llevarlo a la práctica",Modelo Flipped Clasroom - historia y fundamentos. La eficacia del modelo FC. El modelo FC y su relación con metolodogías didácticas innovadoras. Taxonomía de Bloom. Gamificación. Integración de las TIC en educación. Herramientas y recursos: vídeos. Evaluación.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Metodologías,flipped-classroom,https://moodle.catedu.es/course/view.php?id=955,https://moodle.catedu.es/pluginfile.php/119196/course/overviewfiles/flipped.jpg,30.0,,1.0,2022-23,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,,B1,B1,B1,B1,,B1,B1,A2,A2,,,A2
True,260.0,GOOGLE CLASSROOM,"Conocer las posibilidades que ofrece Google Classroom.
Saber los pasos a realizar para solicitar G Suite for Education y sus ventajas.
Manejar las funcionalidades de la interfaz de Google Classroom.
Gestionar los contenidos y calificaciones de una o varias clases.
Integrar aplicaciones de terceros.",¿Por qué Google? Registro acceso y creación de una clase. Los apartados Información. Alumnos y Novedades. Calendario y control de entrega de trabajos. Creación y gestión de tareas - Descarga de notas - Exámenes y seguimiento personalizado. Aplicaciones que se integran con Google Classroom.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,https://libros.catedu.es/books/google-classroom,https://moodle.catedu.es/course/view.php?id=112,https://moodle.catedu.es/pluginfile.php/7238/course/overviewfiles/zdenek-machacek-1443647-unsplash.jpg,40.0,Breve curso introductorio a esta potente herramienta de gestión asignaturas que ofrece Google. Para realizar este curso es necesario tener una CUENTA PERSONAL DE GMAIL,1.0,2022-23,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,,B1,B1,B1,B1,B1,B1,B1
True,290.0,INGLES DUOLINGO,"Conocer el funcionamiento de la plataforma Duolingo.
Mejorar nuestra competencia en lenguas extranjeras.",-¿Qué es Duolingo?. -Aprende inglés. -Cómo funciona. Puntos fuertes y débiles. -Other apps- other ways. -Gestiona tu clase con Duolingo,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Otros,https://libros.catedu.es/books/ingles-duolingo,https://moodle.catedu.es/course/view.php?id=4,https://moodle.catedu.es/pluginfile.php/62/course/overviewfiles/images.jpg,20.0,,1.0,2022-23,A2,A2,A1,B1,A2,,,,B1,,,A1,A1,A1,,,,A1,,,,A1,B1
True,295.0,INICIACIÓN AL LENGUAJE MUSICAL EN PRIMARIA,,MÓDULO 1. LA AUDICIÓN Y LA VOZ 1. Principios generales 2. LA AUDICIÓN 3. LOS RESONADORES DE LA VOZ Y EL MOVIMIENTO PANCROMÁTICO 4. LA AFINACIÓN Y EL SENTIDO TONAL 5. LA IMAGINACIÓN SONORA 6. LA CUADRATURA 7. LA CANCIÓN COMO EJE VERTEBRADOR DEL DESARROLLO MELÓDICO Y EMOCIONAL DEL NIÑO 8. PRESENTACIÓN DEL NOMBRE DE LAS NOTAS Y TRABAJO ORAL PREVIO A LA LECTO-ESCRITURA 9. CONCLUSIONES MÓDULO 2. EL RITMO A PARTIR DEL CUERPO Y EL MOVIMIENTO 1. Principios generales 2. EL MOVIMIENTO EN EL AULA- TIPOS Y PROGRESIÓN 3. LOS CHOQUES RÍTMICOS- IMPULSO- IMPACTO Y REBOTE 4. EL RITMO LIBRE- RÍTMICO Y MÉTRICO 5. EL SENTIDO DEL TEMPO 6. EL COMPÁS Y LA RESPIRACIÓN 7. GOLPES RÁPIDOS Y SONIDOS CORTOS Y LARGOS. LOS PRIMEROS GRÁFICOS RÍTMICOS 8. GOLPES DE LA LENGUA HABLADA 9. LOS MODOS RÍTMICOS EN LA CANCIÓN 10. LA CUADRATURA Y LA IMPROVISACIÓN RÍTMICA 11. Conclusiones,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",STEAM/Pensamiento creativo,iniciacion-al-lenguaje-musical-en-primaria,https://moodle.catedu.es/course/view.php?id=489,https://moodle.catedu.es/pluginfile.php/87610/course/overviewfiles/cover_lenguaje_musical_primaria_min.png,30.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,305.0,INTELIGENCIA ARTIFICIAL CON SCRATCH," Introducir al docente en el mundo de la Inteligencia Artificial
Saber crear programas sencillos con Inteligencia Artificial adaptado a niños de Primaria",1 Comenzamos a programar un asistente virtual con Scratch 3.0 2 Nos encontramos con los límites de la programación clásica. 3 La herramienta Machine Learning for Kids. 4 Entrenamos y generamos el modelo de aprendizaje automático. 5 Probamos nuestro modelo de aprendizaje automático. 6 Exportamos el modelo a un proyecto Scratch 3.0. 7 Dotamos de inteligencia a nuestro asistente virtual. 8 Nuestro asistente virtual en pleno funcionamiento,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",STEAM/Programación,https://libros.catedu.es/books/inteligencia-artificial-con-scratch,https://moodle.catedu.es/course/view.php?id=476,https://moodle.catedu.es/pluginfile.php/84579/course/overviewfiles/BLOG_PORTADA-IA-LITE.png,20.0,En este curso se pretende que el profesorado y el alumnado se introduzcan en la creación de soluciones de inteligencia artificial utilzando Scratch. Fuente http://code.intef.es/inteligencia-artificia…,1.0,2022-23,A2,A2,A1,B1,A2,,A2,,B1,,,,,,,,,A1,,,,,A1
True,320.0,INTRODUCCIÓN A PYTHON,"Instalar Python.
Familiarizarse con el entorno de desarrollo.
Aprender las primeras órdenes y estructuras.
Conocer las diferentes estructuras cíclicas de Python.
Profundizar en los tipos de datos conocidos.
Aprender a manejarse con tipos de variable avanzados.
Aprender a utilizar funciones.",- Presentación del entorno de desarrollo. - Algoritmos. - Ejemplos prácticos,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",STEAM/Programación,introduccion-a-python,https://moodle.catedu.es/course/view.php?id=44,https://moodle.catedu.es/pluginfile.php/1284/course/overviewfiles/adult-book-business-1181359.jpg,20.0,"Dominar un lenguaje de programación lleva años de práctica y nadie puede pensar que en 20 horas se puede convertir en un programador experto. Sin embargo, la evolución del aprendizaje en Python es de…",1.0,2022-23,A2,A2,A1,B1,A2,,A1,,A1,,A1,,,,,,,A1,,,A1,,A1
